datetime,Data,Hora,LS,TEMP,UR
11/21/2016 9:00,21/11/2016,9:00,0,17.5,75
11/21/2016 10:00,21/11/2016,10:00,0,20.2,64
11/21/2016 11:00,21/11/2016,11:00,0,22.7,55
11/21/2016 12:00,21/11/2016,12:00,0,25.4,45
11/21/2016 13:00,21/11/2016,13:00,0,27.3,39
11/21/2016 14:00,21/11/2016,14:00,0,28.6,34
11/21/2016 15:00,21/11/2016,15:00,0,29,31
11/21/2016 16:00,21/11/2016,16:00,0,28.8,33
11/21/2016 17:00,21/11/2016,17:00,0,26.8,39
11/21/2016 18:00,21/11/2016,18:00,0,26.1,37
11/21/2016 19:00,21/11/2016,19:00,0,25.3,37
11/21/2016 20:00,21/11/2016,20:00,0,24.1,35
11/21/2016 21:00,21/11/2016,21:00,0,23.1,32
11/21/2016 22:00,21/11/2016,22:00,0,22.3,35
11/21/2016 23:00,21/11/2016,23:00,0,22,36
11/22/2016 0:00,21/11/2016,0:00,0,21.5,37
11/22/2016 1:00,22/11/2016,1:00,0,21.4,39
11/22/2016 2:00,22/11/2016,2:00,0,21.6,39
11/22/2016 3:00,22/11/2016,3:00,0,21.1,41
11/22/2016 4:00,22/11/2016,4:00,0,20.9,41
11/22/2016 5:00,22/11/2016,5:00,0,20.7,42
11/22/2016 6:00,22/11/2016,6:00,0,20.6,44
11/22/2016 7:00,22/11/2016,7:00,1,20.2,45
11/22/2016 8:00,22/11/2016,8:00,0,19.7,57
11/22/2016 9:00,22/11/2016,9:00,0,19.7,71
11/22/2016 10:00,22/11/2016,10:00,0,21.2,67
11/22/2016 11:00,22/11/2016,11:00,0,23.4,58
11/22/2016 12:00,22/11/2016,12:00,0,24.5,55
11/22/2016 13:00,22/11/2016,13:00,0,25.9,51
11/22/2016 14:00,22/11/2016,14:00,0,26.2,53
11/22/2016 15:00,22/11/2016,15:00,0,24.4,62
11/22/2016 16:00,22/11/2016,16:00,0,22.7,68
11/22/2016 17:00,22/11/2016,17:00,0,20.7,75
11/22/2016 18:00,22/11/2016,18:00,0,19.3,80
11/22/2016 19:00,22/11/2016,19:00,0,19.1,82
11/22/2016 20:00,22/11/2016,20:00,0,18.6,85
11/22/2016 21:00,22/11/2016,21:00,0,18.2,88
11/22/2016 22:00,22/11/2016,22:00,0,18.4,87
11/22/2016 23:00,22/11/2016,23:00,0,18.2,88
11/23/2016 0:00,22/11/2016,0:00,0,18.6,86
11/23/2016 1:00,23/11/2016,1:00,0,18.9,84
11/23/2016 2:00,23/11/2016,2:00,0,19,83
11/23/2016 3:00,23/11/2016,3:00,0,18.8,84
11/23/2016 4:00,23/11/2016,4:00,0,18.8,84
11/23/2016 5:00,23/11/2016,5:00,0,18.8,84
11/23/2016 6:00,23/11/2016,6:00,0,18.7,86
11/23/2016 7:00,23/11/2016,7:00,0,18.8,86
11/23/2016 8:00,23/11/2016,8:00,0,19.1,85
11/23/2016 9:00,23/11/2016,9:00,0,19,89
11/23/2016 10:00,23/11/2016,10:00,0,18.7,93
11/23/2016 11:00,23/11/2016,11:00,0,19.3,92
11/23/2016 12:00,23/11/2016,12:00,0,21.1,84
11/23/2016 13:00,23/11/2016,13:00,0,24.2,68
11/23/2016 14:00,23/11/2016,14:00,0,25.7,63
11/23/2016 15:00,23/11/2016,15:00,0,26.2,64
11/23/2016 16:00,23/11/2016,16:00,0,26.7,61
11/23/2016 17:00,23/11/2016,17:00,0,26.2,62
11/23/2016 18:00,23/11/2016,18:00,0,22.4,79
11/23/2016 19:00,23/11/2016,19:00,0,21.3,83
11/23/2016 20:00,23/11/2016,20:00,0,20.4,88
11/23/2016 21:00,23/11/2016,21:00,0,20.1,87
11/23/2016 22:00,23/11/2016,22:00,0,19.7,88
11/23/2016 23:00,23/11/2016,23:00,0,19.6,89
11/24/2016 0:00,23/11/2016,0:00,0,19.4,90
11/24/2016 1:00,24/11/2016,1:00,0,19.9,87
11/24/2016 2:00,24/11/2016,2:00,0,20,86
11/24/2016 3:00,24/11/2016,3:00,0,19.5,88
11/24/2016 4:00,24/11/2016,4:00,0,19.3,89
11/24/2016 5:00,24/11/2016,5:00,0,18.8,90
11/24/2016 6:00,24/11/2016,6:00,0,18.8,89
11/24/2016 7:00,24/11/2016,7:00,0,18.8,89
11/24/2016 8:00,24/11/2016,8:00,0,19.6,84
11/24/2016 9:00,24/11/2016,9:00,0,21.3,75
11/24/2016 10:00,24/11/2016,10:00,0,23.6,64
11/24/2016 11:00,24/11/2016,11:00,0,25.1,57
11/24/2016 12:00,24/11/2016,12:00,0,25.8,58
11/24/2016 13:00,24/11/2016,13:00,0,26.5,57
11/24/2016 14:00,24/11/2016,14:00,0,27.2,55
11/24/2016 15:00,24/11/2016,15:00,0,26.1,61
11/24/2016 16:00,24/11/2016,16:00,0,26.1,61
11/24/2016 17:00,24/11/2016,17:00,0,25.3,63
11/24/2016 18:00,24/11/2016,18:00,0,23.6,69
11/24/2016 19:00,24/11/2016,19:00,0,21.5,77
11/24/2016 20:00,24/11/2016,20:00,0,20.8,80
11/24/2016 21:00,24/11/2016,21:00,0,20.6,78
11/24/2016 22:00,24/11/2016,22:00,0,20.4,78
11/24/2016 23:00,24/11/2016,23:00,0,20.5,78
11/25/2016 0:00,24/11/2016,0:00,0,20.3,79
11/25/2016 1:00,25/11/2016,1:00,0,20.1,81
11/25/2016 2:00,25/11/2016,2:00,0,20.1,79
11/25/2016 3:00,25/11/2016,3:00,0,20.2,78
11/25/2016 4:00,25/11/2016,4:00,0,20.3,77
11/25/2016 5:00,25/11/2016,5:00,0,20,80
11/25/2016 6:00,25/11/2016,6:00,0,19.8,81
11/25/2016 7:00,25/11/2016,7:00,0,19.8,82
11/25/2016 8:00,25/11/2016,8:00,0,20.2,80
11/25/2016 9:00,25/11/2016,9:00,0,20.8,77
11/25/2016 10:00,25/11/2016,10:00,0,21.5,74
11/25/2016 11:00,25/11/2016,11:00,0,23.6,65
11/25/2016 12:00,25/11/2016,12:00,0,25.5,59
11/25/2016 13:00,25/11/2016,13:00,0,27.1,54
11/25/2016 14:00,25/11/2016,14:00,0,28.2,50
11/25/2016 15:00,25/11/2016,15:00,0,29.2,46
11/25/2016 16:00,25/11/2016,16:00,0,27.5,60
11/25/2016 17:00,25/11/2016,17:00,0,25.5,67
11/25/2016 18:00,25/11/2016,18:00,0,22.7,77
11/25/2016 19:00,25/11/2016,19:00,0,22.1,79
11/25/2016 20:00,25/11/2016,20:00,0,21.3,82
11/25/2016 21:00,25/11/2016,21:00,0,20.7,85
11/25/2016 22:00,25/11/2016,22:00,0,20.6,84
11/25/2016 23:00,25/11/2016,23:00,0,20.8,81
11/26/2016 0:00,25/11/2016,0:00,0,21,79
11/26/2016 1:00,26/11/2016,1:00,0,20.8,78
11/26/2016 2:00,26/11/2016,2:00,0,20.5,80
11/26/2016 3:00,26/11/2016,3:00,0,20,82
11/26/2016 4:00,26/11/2016,4:00,0,19.5,84
11/26/2016 5:00,26/11/2016,5:00,0,19.3,86
11/26/2016 6:00,26/11/2016,6:00,0,19.1,89
11/26/2016 7:00,26/11/2016,7:00,0,19.4,87
11/26/2016 8:00,26/11/2016,8:00,0,19.9,85
11/26/2016 9:00,26/11/2016,9:00,0,21.2,79
11/26/2016 10:00,26/11/2016,10:00,0,23,71
11/26/2016 11:00,26/11/2016,11:00,0,24.4,66
11/26/2016 12:00,26/11/2016,12:00,0,26.5,58
11/26/2016 13:00,26/11/2016,13:00,0,28.9,51
11/26/2016 14:00,26/11/2016,14:00,0,30.4,45
11/26/2016 15:00,26/11/2016,15:00,0,29.4,54
11/26/2016 16:00,26/11/2016,16:00,0,26.9,64
11/26/2016 17:00,26/11/2016,17:00,0,24.9,71
11/26/2016 18:00,26/11/2016,18:00,0,22.4,81
11/26/2016 19:00,26/11/2016,19:00,0,21.7,82
11/26/2016 20:00,26/11/2016,20:00,1,21.4,83
11/26/2016 21:00,26/11/2016,21:00,0,21.1,83
11/26/2016 22:00,26/11/2016,22:00,0,20.8,83
11/26/2016 23:00,26/11/2016,23:00,0,20.6,82
11/27/2016 0:00,26/11/2016,0:00,0,20.4,84
11/27/2016 1:00,27/11/2016,1:00,0,20.5,85
11/27/2016 2:00,27/11/2016,2:00,0,20.4,87
11/27/2016 3:00,27/11/2016,3:00,0,20.2,88
11/27/2016 4:00,27/11/2016,4:00,0,20.2,88
11/27/2016 5:00,27/11/2016,5:00,0,20.7,86
11/27/2016 6:00,27/11/2016,6:00,0,20.5,88
11/27/2016 7:00,27/11/2016,7:00,0,20.6,88
11/27/2016 8:00,27/11/2016,8:00,0,20.4,89
11/27/2016 9:00,27/11/2016,9:00,0,21.3,84
11/27/2016 10:00,27/11/2016,10:00,0,23.9,73
11/27/2016 11:00,27/11/2016,11:00,0,26.1,65
11/27/2016 12:00,27/11/2016,12:00,0,28.3,58
11/27/2016 13:00,27/11/2016,13:00,0,30.2,51
11/27/2016 14:00,27/11/2016,14:00,0,31.6,45
11/27/2016 15:00,27/11/2016,15:00,0,31.1,44
11/27/2016 16:00,27/11/2016,16:00,0,30,48
11/27/2016 17:00,27/11/2016,17:00,0,27.5,57
11/27/2016 18:00,27/11/2016,18:00,0,26.6,61
11/27/2016 19:00,27/11/2016,19:00,0,27.1,57
11/27/2016 20:00,27/11/2016,20:00,0,25.3,66
11/27/2016 21:00,27/11/2016,21:00,0,24.3,72
11/27/2016 22:00,27/11/2016,22:00,0,23.3,82
11/27/2016 23:00,27/11/2016,23:00,0,22.8,86
11/28/2016 0:00,27/11/2016,0:00,0,23,86
11/28/2016 1:00,28/11/2016,1:00,0,22.8,82
11/28/2016 2:00,28/11/2016,2:00,0,22.8,80
11/28/2016 3:00,28/11/2016,3:00,0,23.2,77
11/28/2016 4:00,28/11/2016,4:00,0,23.2,78
11/28/2016 5:00,28/11/2016,5:00,0,22.9,79
11/28/2016 6:00,28/11/2016,6:00,0,22.5,80
11/28/2016 7:00,28/11/2016,7:00,0,22.4,81
11/28/2016 8:00,28/11/2016,8:00,0,23.3,75
11/28/2016 9:00,28/11/2016,9:00,0,24.4,70
11/28/2016 10:00,28/11/2016,10:00,0,25.4,65
11/28/2016 11:00,28/11/2016,11:00,0,27.3,59
11/28/2016 12:00,28/11/2016,12:00,0,29,56
11/28/2016 13:00,28/11/2016,13:00,0,29.9,53
11/28/2016 14:00,28/11/2016,14:00,0,30.8,48
11/28/2016 15:00,28/11/2016,15:00,0,31,46
11/28/2016 16:00,28/11/2016,16:00,0,30.8,46
11/28/2016 17:00,28/11/2016,17:00,0,25.5,73
11/28/2016 18:00,28/11/2016,18:00,0,22.1,97
11/28/2016 19:00,28/11/2016,19:00,0,22.7,90
11/28/2016 20:00,28/11/2016,20:00,0,23.1,83
11/28/2016 21:00,28/11/2016,21:00,0,23.4,81
11/28/2016 22:00,28/11/2016,22:00,0,23,87
11/28/2016 23:00,28/11/2016,23:00,0,23.5,88
11/29/2016 0:00,28/11/2016,0:00,0,23.5,86
11/29/2016 1:00,29/11/2016,1:00,0,23.6,85
11/29/2016 2:00,29/11/2016,2:00,0,23.2,88
11/29/2016 3:00,29/11/2016,3:00,0,20.8,97
11/29/2016 4:00,29/11/2016,4:00,0,19.7,97
11/29/2016 5:00,29/11/2016,5:00,0,19.8,97
11/29/2016 6:00,29/11/2016,6:00,0,19.8,97
11/29/2016 7:00,29/11/2016,7:00,0,20.1,97
11/29/2016 8:00,29/11/2016,8:00,0,20.5,95
11/29/2016 9:00,29/11/2016,9:00,0,20.6,92
11/29/2016 10:00,29/11/2016,10:00,0,21.4,88
11/29/2016 11:00,29/11/2016,11:00,0,22.3,84
11/29/2016 12:00,29/11/2016,12:00,0,22.8,82
11/29/2016 13:00,29/11/2016,13:00,0,23.9,78
11/29/2016 14:00,29/11/2016,14:00,0,24.1,79
11/29/2016 15:00,29/11/2016,15:00,0,23.1,83
11/29/2016 16:00,29/11/2016,16:00,0,21.9,89
11/29/2016 17:00,29/11/2016,17:00,0,22.2,84
11/29/2016 18:00,29/11/2016,18:00,0,20.8,88
11/29/2016 19:00,29/11/2016,19:00,0,20.2,85
11/29/2016 20:00,29/11/2016,20:00,0,18.6,83
11/29/2016 21:00,29/11/2016,21:00,0,17.8,83
11/29/2016 22:00,29/11/2016,22:00,0,17.4,89
11/29/2016 23:00,29/11/2016,23:00,0,17.3,85
11/30/2016 0:00,29/11/2016,0:00,0,17.1,86
11/30/2016 1:00,30/11/2016,1:00,0,16.7,86
11/30/2016 2:00,30/11/2016,2:00,0,15.7,93
11/30/2016 3:00,30/11/2016,3:00,0,15.5,96
11/30/2016 4:00,30/11/2016,4:00,0,15.7,95
11/30/2016 5:00,30/11/2016,5:00,0,15.7,92
11/30/2016 6:00,30/11/2016,6:00,0,15.8,91
11/30/2016 7:00,30/11/2016,7:00,0,15.6,93
11/30/2016 8:00,30/11/2016,8:00,0,15.9,89
11/30/2016 9:00,30/11/2016,9:00,0,16.7,82
11/30/2016 10:00,30/11/2016,10:00,0,16.5,88
11/30/2016 11:00,30/11/2016,11:00,0,17.4,82
11/30/2016 12:00,30/11/2016,12:00,0,18.3,79
11/30/2016 13:00,30/11/2016,13:00,0,18.3,80
11/30/2016 14:00,30/11/2016,14:00,0,17.6,81
11/30/2016 15:00,30/11/2016,15:00,0,18.6,73
11/30/2016 16:00,30/11/2016,16:00,0,19,71
11/30/2016 17:00,30/11/2016,17:00,0,17.7,80
11/30/2016 18:00,30/11/2016,18:00,0,17.6,81
11/30/2016 19:00,30/11/2016,19:00,1,17.7,81
11/30/2016 20:00,30/11/2016,20:00,0,17.3,81
11/30/2016 21:00,30/11/2016,21:00,0,16.7,86
11/30/2016 22:00,30/11/2016,22:00,0,16.6,87
11/30/2016 23:00,30/11/2016,23:00,0,16.6,82
12/1/2016 0:00,30/11/2016,0:00,0,16.5,82
12/1/2016 1:00,1/12/2016,1:00,0,16.5,84
12/1/2016 2:00,1/12/2016,2:00,0,16.3,85
12/1/2016 3:00,1/12/2016,3:00,0,16.3,85
12/1/2016 4:00,1/12/2016,4:00,0,16.2,83
12/1/2016 5:00,1/12/2016,5:00,0,16.2,83
12/1/2016 6:00,1/12/2016,6:00,0,16.2,83
12/1/2016 7:00,1/12/2016,7:00,0,16.2,84
12/1/2016 8:00,1/12/2016,8:00,0,16.7,84
12/1/2016 9:00,1/12/2016,9:00,0,17.4,82
12/1/2016 10:00,1/12/2016,10:00,0,18.7,75
12/1/2016 11:00,1/12/2016,11:00,0,19.4,72
12/1/2016 12:00,1/12/2016,12:00,0,19.8,71
12/1/2016 13:00,1/12/2016,13:00,0,21.4,65
12/1/2016 14:00,1/12/2016,14:00,0,22.2,62
12/1/2016 15:00,1/12/2016,15:00,0,21.8,68
12/1/2016 16:00,1/12/2016,16:00,0,21.4,70
12/1/2016 17:00,1/12/2016,17:00,0,21.6,69
12/1/2016 18:00,1/12/2016,18:00,0,20,77
12/1/2016 19:00,1/12/2016,19:00,0,19.3,81
12/1/2016 20:00,1/12/2016,20:00,0,18.6,84
12/1/2016 21:00,1/12/2016,21:00,0,18.3,85
12/1/2016 22:00,1/12/2016,22:00,0,18.5,83
12/1/2016 23:00,1/12/2016,23:00,0,18.4,84
12/2/2016 0:00,1/12/2016,0:00,0,18.3,83
12/2/2016 1:00,2/12/2016,1:00,0,18,84
12/2/2016 2:00,2/12/2016,2:00,0,18,84
12/2/2016 3:00,2/12/2016,3:00,0,18.1,83
12/2/2016 4:00,2/12/2016,4:00,0,18.2,83
12/2/2016 5:00,2/12/2016,5:00,0,18,83
12/2/2016 6:00,2/12/2016,6:00,0,18.2,81
12/2/2016 7:00,2/12/2016,7:00,0,18.2,81
12/2/2016 8:00,2/12/2016,8:00,0,18.4,80
12/2/2016 9:00,2/12/2016,9:00,0,18.8,79
12/2/2016 10:00,2/12/2016,10:00,0,19.8,75
12/2/2016 11:00,2/12/2016,11:00,0,21.3,70
12/2/2016 12:00,2/12/2016,12:00,0,23.7,63
12/2/2016 13:00,2/12/2016,13:00,0,25.7,57
12/2/2016 14:00,2/12/2016,14:00,0,26.7,54
12/2/2016 15:00,2/12/2016,15:00,0,27.1,54
12/2/2016 16:00,2/12/2016,16:00,0,28.1,52
12/2/2016 17:00,2/12/2016,17:00,0,27.5,58
12/2/2016 18:00,2/12/2016,18:00,0,25,68
12/2/2016 19:00,2/12/2016,19:00,0,21.7,80
12/2/2016 20:00,2/12/2016,20:00,0,20.5,85
12/2/2016 21:00,2/12/2016,21:00,1,20,86
12/2/2016 22:00,2/12/2016,22:00,0,19.8,84
12/2/2016 23:00,2/12/2016,23:00,0,19.6,84
12/3/2016 0:00,2/12/2016,0:00,0,19.6,85
12/3/2016 1:00,3/12/2016,1:00,0,19.5,85
12/3/2016 2:00,3/12/2016,2:00,0,19.6,86
12/3/2016 3:00,3/12/2016,3:00,0,19.9,86
12/3/2016 4:00,3/12/2016,4:00,0,19.8,86
12/3/2016 5:00,3/12/2016,5:00,0,19.8,87
12/3/2016 6:00,3/12/2016,6:00,0,19.6,88
12/3/2016 7:00,3/12/2016,7:00,0,19.4,89
12/3/2016 8:00,3/12/2016,8:00,0,19.6,88
12/3/2016 9:00,3/12/2016,9:00,0,21.4,80
12/3/2016 10:00,3/12/2016,10:00,0,23.6,72
12/3/2016 11:00,3/12/2016,11:00,0,25.9,65
12/3/2016 12:00,3/12/2016,12:00,0,27.8,60
12/3/2016 13:00,3/12/2016,13:00,0,29.5,53
12/3/2016 14:00,3/12/2016,14:00,0,29.1,53
12/3/2016 15:00,3/12/2016,15:00,0,30,50
12/3/2016 16:00,3/12/2016,16:00,0,29.6,52
12/3/2016 17:00,3/12/2016,17:00,0,25.1,71
12/3/2016 18:00,3/12/2016,18:00,0,20.8,92
12/3/2016 19:00,3/12/2016,19:00,0,21,88
12/3/2016 20:00,3/12/2016,20:00,0,20.3,89
12/3/2016 21:00,3/12/2016,21:00,0,20.3,89
12/3/2016 22:00,3/12/2016,22:00,0,20.6,85
12/3/2016 23:00,3/12/2016,23:00,0,20.6,83
12/4/2016 0:00,3/12/2016,0:00,0,20.8,82
12/4/2016 1:00,4/12/2016,1:00,0,21.1,82
12/4/2016 2:00,4/12/2016,2:00,0,21.2,81
12/4/2016 3:00,4/12/2016,3:00,0,21.2,84
12/4/2016 4:00,4/12/2016,4:00,0,21.2,84
12/4/2016 5:00,4/12/2016,5:00,1,21.1,86
12/4/2016 6:00,4/12/2016,6:00,0,21.2,84
12/4/2016 7:00,4/12/2016,7:00,0,21.3,83
12/4/2016 8:00,4/12/2016,8:00,0,21.7,81
12/4/2016 9:00,4/12/2016,9:00,0,22.6,76
12/4/2016 10:00,4/12/2016,10:00,0,23.5,72
12/4/2016 11:00,4/12/2016,11:00,0,24.5,67
12/4/2016 12:00,4/12/2016,12:00,0,25.6,58
12/4/2016 13:00,4/12/2016,13:00,0,27.1,50
12/4/2016 14:00,4/12/2016,14:00,0,27.7,46
12/4/2016 15:00,4/12/2016,15:00,0,28.9,40
12/4/2016 16:00,4/12/2016,16:00,0,29.4,34
12/4/2016 17:00,4/12/2016,17:00,0,26.2,58
12/4/2016 18:00,4/12/2016,18:00,0,22.5,73
12/4/2016 19:00,4/12/2016,19:00,0,20.7,79
12/4/2016 20:00,4/12/2016,20:00,0,19.9,80
12/4/2016 21:00,4/12/2016,21:00,0,18.9,83
12/4/2016 22:00,4/12/2016,22:00,0,17.5,91
12/4/2016 23:00,4/12/2016,23:00,0,16.5,95
12/5/2016 0:00,4/12/2016,0:00,0,16.6,94
12/5/2016 1:00,5/12/2016,1:00,0,16.7,92
12/5/2016 2:00,5/12/2016,2:00,0,16.8,89
12/5/2016 3:00,5/12/2016,3:00,0,16.4,90
12/5/2016 4:00,5/12/2016,4:00,0,16.3,89
12/5/2016 5:00,5/12/2016,5:00,0,16.3,90
12/5/2016 6:00,5/12/2016,6:00,0,16.2,92
12/5/2016 7:00,5/12/2016,7:00,0,16.4,93
12/5/2016 8:00,5/12/2016,8:00,0,17.1,86
12/5/2016 9:00,5/12/2016,9:00,0,18.3,79
12/5/2016 10:00,5/12/2016,10:00,0,20.1,71
12/5/2016 11:00,5/12/2016,11:00,0,22.1,66
12/5/2016 12:00,5/12/2016,12:00,0,23.6,63
12/5/2016 13:00,5/12/2016,13:00,0,25.3,57
12/5/2016 14:00,5/12/2016,14:00,0,26.3,51
12/5/2016 15:00,5/12/2016,15:00,0,26.6,47
12/5/2016 16:00,5/12/2016,16:00,0,27.2,43
12/5/2016 17:00,5/12/2016,17:00,0,26.7,47
12/5/2016 18:00,5/12/2016,18:00,0,22.9,67
12/5/2016 19:00,5/12/2016,19:00,0,22.1,69
12/5/2016 20:00,5/12/2016,20:00,0,20.3,74
12/5/2016 21:00,5/12/2016,21:00,0,18.9,79
12/5/2016 22:00,5/12/2016,22:00,0,18.6,71
12/5/2016 23:00,5/12/2016,23:00,0,18.8,62
12/6/2016 0:00,5/12/2016,0:00,0,18.4,63
12/6/2016 1:00,6/12/2016,1:00,0,18.1,65
12/6/2016 2:00,6/12/2016,2:00,0,17.7,67
12/6/2016 3:00,6/12/2016,3:00,0,17.5,70
12/6/2016 4:00,6/12/2016,4:00,0,17.1,74
12/6/2016 5:00,6/12/2016,5:00,0,16.8,72
12/6/2016 6:00,6/12/2016,6:00,0,16.6,72
12/6/2016 7:00,6/12/2016,7:00,0,16.4,72
12/6/2016 8:00,6/12/2016,8:00,0,18,66
12/6/2016 9:00,6/12/2016,9:00,0,20.4,57
12/6/2016 10:00,6/12/2016,10:00,0,22,53
12/6/2016 11:00,6/12/2016,11:00,0,23.9,47
12/6/2016 12:00,6/12/2016,12:00,0,25.8,40
12/6/2016 13:00,6/12/2016,13:00,0,27.5,36
12/6/2016 14:00,6/12/2016,14:00,0,28.4,35
12/6/2016 15:00,6/12/2016,15:00,0,29.5,34
12/6/2016 16:00,6/12/2016,16:00,0,30.1,34
12/6/2016 17:00,6/12/2016,17:00,0,30.2,32
12/6/2016 18:00,6/12/2016,18:00,0,29.2,37
12/6/2016 19:00,6/12/2016,19:00,0,27,45
12/6/2016 20:00,6/12/2016,20:00,0,25,49
12/6/2016 21:00,6/12/2016,21:00,0,23.8,53
12/6/2016 22:00,6/12/2016,22:00,0,22.7,55
12/6/2016 23:00,6/12/2016,23:00,0,22.1,57
12/7/2016 0:00,6/12/2016,0:00,0,21.9,59
12/7/2016 1:00,7/12/2016,1:00,0,21.9,59
12/7/2016 2:00,7/12/2016,2:00,0,21.9,60
12/7/2016 3:00,7/12/2016,3:00,0,20.8,66
12/7/2016 4:00,7/12/2016,4:00,0,20.3,68
12/7/2016 5:00,7/12/2016,5:00,0,20.4,66
12/7/2016 6:00,7/12/2016,6:00,0,19.4,73
12/7/2016 7:00,7/12/2016,7:00,0,19.6,72
12/7/2016 8:00,7/12/2016,8:00,0,20.9,67
12/7/2016 9:00,7/12/2016,9:00,0,23,59
12/7/2016 10:00,7/12/2016,10:00,0,25.3,50
12/7/2016 11:00,7/12/2016,11:00,0,27.9,43
12/7/2016 12:00,7/12/2016,12:00,0,29.8,36
12/7/2016 13:00,7/12/2016,13:00,0,30.8,36
12/7/2016 14:00,7/12/2016,14:00,0,30.9,38
12/7/2016 15:00,7/12/2016,15:00,0,30.6,39
12/7/2016 16:00,7/12/2016,16:00,0,29,47
12/7/2016 17:00,7/12/2016,17:00,0,22.9,83
12/7/2016 18:00,7/12/2016,18:00,0,22.4,85
12/7/2016 19:00,7/12/2016,19:00,0,22.6,85
12/7/2016 20:00,7/12/2016,20:00,0,23.1,81
12/7/2016 21:00,7/12/2016,21:00,0,22.7,82
12/7/2016 22:00,7/12/2016,22:00,0,22.7,80
12/7/2016 23:00,7/12/2016,23:00,0,22.7,79
12/8/2016 0:00,7/12/2016,0:00,0,22.3,79
12/8/2016 1:00,8/12/2016,1:00,0,21.9,78
12/8/2016 2:00,8/12/2016,2:00,0,21.4,81
12/8/2016 3:00,8/12/2016,3:00,0,21,84
12/8/2016 4:00,8/12/2016,4:00,0,20.8,86
12/8/2016 5:00,8/12/2016,5:00,1,20.8,86
12/8/2016 6:00,8/12/2016,6:00,0,20.5,86
12/8/2016 7:00,8/12/2016,7:00,0,20,88
12/8/2016 8:00,8/12/2016,8:00,0,21.3,82
12/8/2016 9:00,8/12/2016,9:00,0,23.6,69
12/8/2016 10:00,8/12/2016,10:00,0,26,57
12/8/2016 11:00,8/12/2016,11:00,0,27.8,50
12/8/2016 12:00,8/12/2016,12:00,0,28.8,47
12/8/2016 13:00,8/12/2016,13:00,0,30,43
12/8/2016 14:00,8/12/2016,14:00,0,30.7,42
12/8/2016 15:00,8/12/2016,15:00,0,30.5,44
12/8/2016 16:00,8/12/2016,16:00,0,30.7,44
12/8/2016 17:00,8/12/2016,17:00,0,30.8,42
12/8/2016 18:00,8/12/2016,18:00,0,29.9,46
12/8/2016 19:00,8/12/2016,19:00,0,29.1,49
12/8/2016 20:00,8/12/2016,20:00,0,28.3,53
12/8/2016 21:00,8/12/2016,21:00,0,23.1,77
12/8/2016 22:00,8/12/2016,22:00,0,22.4,78
12/8/2016 23:00,8/12/2016,23:00,0,22.4,77
12/9/2016 0:00,8/12/2016,0:00,0,22.6,76
12/9/2016 1:00,9/12/2016,1:00,0,22.5,76
12/9/2016 2:00,9/12/2016,2:00,0,22.4,77
12/9/2016 3:00,9/12/2016,3:00,0,22.9,78
12/9/2016 4:00,9/12/2016,4:00,0,23,78
12/9/2016 5:00,9/12/2016,5:00,0,22.5,78
12/9/2016 6:00,9/12/2016,6:00,0,21.7,80
12/9/2016 7:00,9/12/2016,7:00,0,21.6,78
12/9/2016 8:00,9/12/2016,8:00,0,22.3,73
12/9/2016 9:00,9/12/2016,9:00,0,24,66
12/9/2016 10:00,9/12/2016,10:00,0,25.3,61
12/9/2016 11:00,9/12/2016,11:00,0,27.1,53
12/9/2016 12:00,9/12/2016,12:00,0,27.7,51
12/9/2016 13:00,9/12/2016,13:00,0,28.8,47
12/9/2016 14:00,9/12/2016,14:00,0,29.9,44
12/9/2016 15:00,9/12/2016,15:00,0,28.9,51
12/9/2016 16:00,9/12/2016,16:00,0,25,74
12/9/2016 17:00,9/12/2016,17:00,0,24.3,77
12/9/2016 18:00,9/12/2016,18:00,0,22.9,82
12/9/2016 19:00,9/12/2016,19:00,0,22.2,84
12/9/2016 20:00,9/12/2016,20:00,0,21.7,88
12/9/2016 21:00,9/12/2016,21:00,1,21.5,88
12/9/2016 22:00,9/12/2016,22:00,1,21.4,88
12/9/2016 23:00,9/12/2016,23:00,1,21.4,87
12/10/2016 0:00,9/12/2016,0:00,0,21.6,84
12/10/2016 1:00,10/12/2016,1:00,0,21.7,84
12/10/2016 2:00,10/12/2016,2:00,0,21.5,84
12/10/2016 3:00,10/12/2016,3:00,0,21.5,85
12/10/2016 4:00,10/12/2016,4:00,0,21.5,86
12/10/2016 5:00,10/12/2016,5:00,0,21.4,86
12/10/2016 6:00,10/12/2016,6:00,0,21.3,87
12/10/2016 7:00,10/12/2016,7:00,0,21.5,87
12/10/2016 8:00,10/12/2016,8:00,0,21.9,85
12/10/2016 9:00,10/12/2016,9:00,0,22.4,84
12/10/2016 10:00,10/12/2016,10:00,0,24.2,75
12/10/2016 11:00,10/12/2016,11:00,0,25.9,68
12/10/2016 12:00,10/12/2016,12:00,0,27.9,60
12/10/2016 13:00,10/12/2016,13:00,0,29.1,55
12/10/2016 14:00,10/12/2016,14:00,0,29.4,52
12/10/2016 15:00,10/12/2016,15:00,0,29.5,52
12/10/2016 16:00,10/12/2016,16:00,0,29.4,52
12/10/2016 17:00,10/12/2016,17:00,0,29.1,54
12/10/2016 18:00,10/12/2016,18:00,0,26.4,67
12/10/2016 19:00,10/12/2016,19:00,0,22.9,88
12/10/2016 20:00,10/12/2016,20:00,0,22,89
